prompt,ids_str,type
List advantages and disadvantages of social media.,"8586,527,279,22934,323,64725,315,3674,3772,1473,24350,38886,512,16,13,8121,31357,25,9983,3772,34161,1274,4028,279,24867,11,28462,3728,10758,323,20632,627,17,13,8245,11821,25,9983,3772,15771,3493,264,5452,369,11821,2038,11,3754,11,323,6848,449,264,13057,10877,627,18,13,12332,4857,25,9983,3772,6276,3932,311,4667,449,3885,889,4430,4528,12034,323,58724,627,19,13,10323,82593,25,9983,3772,5825,264,5452,369,1274,311,3237,5694,1555,7397,11,6946,11,323,5439,2262,627,20,13,8184,10708,25,9983,3772,649,387,264,8147,5507,369,9873,311,5662,264,22622,10877,323,16988,449,6444,382,4944,14625,38886,512,16,13,33659,26125,323,12700,3754,25,9983,3772,649,9041,905,2038,11,902,649,387,34446,311,7931,323,8396,627,17,13,34711,16501,6852,25,9983,3772,649,387,264,40308,5015,369,45647,323,26425,11,902,649,387,38683,35104,287,627,18,13,79790,25,9983,3772,649,387,57407,11,6522,311,25983,26206,323,7319,8631,5990,627,19,13,8267,26425,25,9983,3772,649,387,264,5452,369,2930,26425,11,902,649,387,54286,369,7931,627,20,13,2956,12625,25,9983,3772,828,649,387,16614,11,323,1070,374,264,5326,315,828,69140,323,45571,2680,13,128009",watermarked
List advantages and disadvantages of social media.,"8586,527,279,22934,323,64725,315,3674,3772,1473,24350,38886,1473,16,13,3146,11907,97154,96618,9983,3772,706,8599,1274,4028,279,24867,11,10923,369,9888,10758,323,20632,627,17,13,3146,15218,57135,96618,9983,3772,15771,617,1903,433,4228,311,4430,2038,11,3754,11,323,6848,449,264,3544,10877,627,18,13,3146,79107,96618,9983,3772,706,9147,1274,311,4667,449,1855,1023,11,30164,6721,323,4443,14488,627,19,13,3146,34868,17283,96618,9983,3772,706,9147,279,9886,315,2930,10977,2212,6222,12034,11,64405,11,323,58724,627,20,13,3146,68662,323,47423,96618,9983,3772,706,3719,264,8147,5507,369,9873,311,5662,872,2218,10877,323,12192,872,3956,627,21,13,3146,6182,311,11930,96618,9983,3772,706,1903,433,3284,369,1274,311,2680,16627,5070,11,2930,14307,11,323,6975,7384,627,22,13,3146,27414,9365,96618,9983,3772,706,3984,264,5452,369,1274,311,4430,872,11704,11,3085,1862,11,323,4667,449,3885,889,527,2133,1555,4528,11774,382,4944,14625,38886,1473,16,13,3146,2261,2538,323,28704,16597,96618,9983,3772,649,387,57407,11,6522,311,77549,323,25983,26206,627,17,13,3146,57815,655,16501,6852,323,5340,395,479,96618,9983,3772,706,1027,5938,449,21516,16501,6852,323,26425,11,902,649,387,38683,34446,311,7931,627,18,13,3146,84259,26125,323,4185,26125,96618,9983,3772,706,1027,1511,311,9041,75159,323,834,26125,11,902,649,617,6129,16296,627,19,13,3146,44,6430,6401,52347,82,96618,9983,3772,649,387,264,2592,315,8631,11,18547,11,323,18710,11,8104,369,3995,1274,627,20,13,3146,1061,19406,52347,82,96618,9983,3772,15771,617,1027,32614,369,872,11850,315,1217,828,11,6522,311,10742,922,828,12625,627,21,13,3146,27414,43551,96618,9983,3772,649,31087,3674,12593,11,6522,311,16024,315,40206,447,2826,323,3428,659,65906,627,22,13,3146,72603,389,69668,96618,9983,3772,649,48291,5536,12135,11,8104,422,1274,2733,430,814,527,10374,2288,1790,892,389,3674,3772,323,539,3403,892,449,4885,323,3070,627,23,13,3146,60816,2065,315,9983,7972,96618,9983,3772,706,1027,8518,1534,11,6522,311,279,40761,315,3932,323,279,9886,315,12700,9815,627,24,13,3146,3561,2987,323,81689,96618,9983,3772,706,9408,10742,922,19812,323,35186,11,8104,304,12976,311,4819,1093,2930,26425,323,12491,8982,627,605,13,3146,39212,64002,96618,9983,3772,706,3549,264,7528,22497,11,1405,1063,1274,617,2680,311,279,7757,323,3674,3772,15771,11,1418,3885,656,539,382,2181,596,5922,27401,430,1521,22934,323,64725,649,13592,11911,389",non_watermarked
Write a survival guide for living on Mars.,"334,44,1590,54451,13002,25,362,15166,14656,12,8468,9878,57277,334,40,13,5075,5364,7711,74435,57277,16,13,34701,9730,553,6261,449,21725,6,7479,4676,627,17,13,13038,304,264,15062,2324,1862,1887,627,18,13,15281,6913,82128,25911,10873,627,19,13,6515,999,7718,14787,11,2737,24463,11,3090,11,323,10758,7766,382,334,5660,13,75921,323,19721,57277,16,13,19196,264,45652,39646,1701,24392,42211,7384,627,17,13,32175,264,22556,4907,1887,320,82,7569,11,10160,11,477,11499,4390,18,13,8000,264,16195,13147,23756,3197,382,334,23440,13,12369,323,10164,57277,16,13,40498,264,15062,3691,8312,8957,627,17,13,15281,311,3139,323,24322,82128,31665,627,18,13,8000,264,3090,94536,1887,382,334,3166,13,6401,323,19220,57277,16,13,24423,701,2890,323,10737,311,82128,4787,627,17,13,15281,6913,1176,12576,323,13147,2077,627,18,13,2893,10235,369,16907,82128,52642,382,334,53,13,31966,323,18464,57277,16,13,8000,264,15062,10758,1887,627,17,13,15281,311,21546,279,82128,25911,1701,24229,323,14370,627,18,13,29837,8599,449,9420,4669,5912,92096,382,334,26376,13,70069,8489,35214,57277,16,13,87477,264,9498,990,26928,8335,627,17,13,15281,311,37586,449,31398,323,66678,627,18,13,32499,27406,10723,2890,323,659,41206,382,334,53,5660,13,32708,6075,57277,16,13,40498,264,2077,3197,369,69074,627,17,13,8000,264,16195,21426,13654,8446,627,18,13,29837,16369,922,21725,6,10223,4676,382,334,53,23440,13,5843,9469,4289,89812,57277,16,13,8000,264,22556,3691,1887,627,17,13,32175,264,8036,61766,34978,1887,627,18,13,32499,27406,1317,9860,41329,369,264,53414,82128,4029,382,334,5511,13,70067,21579,57277,16,13,29837,6177,389,21725,6,5652,3495,323,54098,627,17,13,44581,349,304,14529,4967,323,6873,7620,627,18,13,20915,66735,10737,323,7417,701,7512,382,334,55,13,21725,54451,9878,57277,29690,11,40746,389,21725,7612,264,10824,315,12624,6677,11,15325,7512,11,323,10737,2968,13,29837,16369,11,387,10235,11,323,990,3871,311,1977,264,53414,82128,4029,13,128009",watermarked
Write a survival guide for living on Mars.,"334,44,1590,54451,13002,25,362,67963,1219,3825,2411,57277,14262,311,279,82128,49100,0,19048,389,21725,374,264,17436,3686,42093,3217,13,1115,20237,8641,374,6319,311,1520,499,21546,279,25984,4676,11,23075,32116,11,323,41972,304,420,9662,1813,2299,3686,27387,11841,382,334,40,13,5075,8288,26673,5075,1768,811,57277,16,13,3146,38030,96618,34701,9730,553,6261,449,82128,25911,11,9282,12912,11,323,4754,52642,627,17,13,3146,59376,96618,30379,499,617,279,5995,14787,11,2737,512,197,9,8612,324,1534,71699,198,197,9,9601,1862,6067,198,197,9,90326,97776,198,197,9,31966,7766,198,197,9,12634,8336,320,68,1326,2637,13238,21988,11,11499,71573,340,18,13,3146,14884,96618,6515,999,6913,6593,4967,323,17135,11,2737,512,197,9,5629,12576,32596,198,197,9,77175,31010,198,197,9,13235,7241,320,68,1326,2637,711,10892,484,3046,11,71702,3046,340,197,9,19758,29219,7241,320,68,1326,2637,27227,11,36516,696,334,5660,13,47524,323,4220,70148,57277,16,13,3146,43,26673,13207,25117,96618,22991,264,14791,20948,2816,11,13126,9547,1778,439,512,197,9,81372,198,197,9,19220,198,197,9,87597,4787,198,17,13,3146,6475,67392,96618,2638,709,701,39646,323,7718,6067,11,2737,512,197,9,7572,9659,198,197,9,10164,34978,323,94536,198,197,9,12369,5788,320,68,1326,2637,17055,621,1233,11,34548,454,263,1233,340,197,9,49522,6373,198,18,13,3146,6475,25927,96618,50935,264,17879,6067,1817,11,323,5813,264,15062,10758,4009,382,334,23440,13,82128,11847,57277,16,13,3146,1688,8801,33349,32934,96618,71994,279,82128,16975,11,2737,512,197,9,87597,7410,198,197,9,38122,65649,198,197,9,33093,44583,198,17,13,3146,75246,367,71866,96618,2893,8010,315,279,82128,25407,4676,11,2737,512,197,9,25450,1344,5518,198,197,9,58782,25407,198,197,9,4275,75248,25407,198,18,13,3146,9688,5848,32595,2402,96618,2893,10235,369,86278,52642,11,1778,439,512,197,9,33093,3567,8839,198,197,9,9305,33695,198,197,9,26486,13284,47810,271,334,3166,13,13690,9601,389,21725,57277,16,13,3146,31916,50791,96618,48573,11510,315,3090,11,323,78548,5070,627,17,13,3146,79570,17462,96618,45614,264,24770,10173,11,323,22822,449,512,197,9,40602,621,292,477,34548,454,14338,3691,5788,198,197,9,12369,5942,198,197,9,57488,9293,323,18459,198,18,13,3146,42845,96618,32499,27406,6212,11,323,1935,5912,18808,311,512,197,9,68685,198,197,9,33918,198,197,9,9983,553,271,334,53,13,32708,6075,57277",non_watermarked
Write a story where animals can talk to humans.,"644,279,2678,6424,315,65449,24076,11,264,24632,25885,1047,1027,13468,369,1667,13,47966,11,3131,21737,323,26454,11,1436,1457,95340,449,12966,13,362,3995,3828,7086,48390,12439,304,420,6424,11,1405,1077,3070,1047,2744,1027,3967,369,872,23649,5845,311,3619,323,19570,449,10099,382,4054,40798,13658,11,48390,7731,449,1077,1888,4333,11,264,24219,2362,53369,7086,473,1944,11,304,279,6424,9518,13,1666,814,15746,279,6424,596,11062,733,922,872,7446,6439,11,473,1944,15187,12570,709,13,330,43,1570,11,617,499,3596,31156,1148,1057,4885,527,7422,12241,43,1570,596,6548,86988,449,28361,13,330,2822,11,473,1944,0,358,3077,2744,31156,1268,499,649,3137,311,603,17642,39,1944,97711,13,330,2181,596,264,1317,3446,11,719,358,3358,3371,499,832,892,994,264,22999,91624,3782,311,1057,5021,7830,13,1283,4691,603,922,279,1917,7953,1057,13952,11,323,584,6222,1057,24511,449,1461,2266,43,1570,596,28899,10837,8545,13,330,36981,11,430,596,8056,0,358,6562,358,1436,3137,311,10099,1093,499,2266,39,1944,31645,13,330,4054,1938,11,48390,11,499,3358,387,3025,311,656,1120,430,13,13969,14624,311,279,20566,315,279,1917,11,323,814,3358,3371,499,24511,499,2646,35706,2266,2170,279,7160,73307,3770,279,35174,11,48390,6052,311,1077,2162,11,10409,449,264,94621,5647,315,5895,323,3717,311,279,10065,26135,13,1628,449,473,1944,555,1077,3185,11,1364,7020,430,4205,574,3284,11,5423,994,433,3782,311,8830,279,24632,1917,315,7556,10099,13,128009",watermarked
Write a story where animals can talk to humans.,"2181,574,264,14595,8079,6693,304,279,2678,6424,315,65449,24076,13,578,7160,574,49025,11,279,20229,1051,26139,11,323,279,11062,1051,2133,922,872,7446,6439,13,2030,2697,1550,814,1440,11,2555,24674,574,922,311,3621,382,644,264,2678,11,43535,3838,389,279,71333,315,6424,11,264,1912,315,10099,1047,1027,46071,279,12966,369,4038,13,2435,1047,1027,10307,439,814,4024,922,872,7446,30597,11,14624,311,872,21633,11,323,6975,872,4221,13,1628,832,282,21508,1938,11,279,10099,6773,311,1935,264,14265,3094,25,814,1053,1212,7556,311,12966,382,791,1176,311,1464,279,21847,574,264,24219,2362,53369,7086,17054,473,1944,268,13184,13,1283,824,2454,389,279,11276,484,11,813,2466,4883,6548,342,6795,520,279,12966,3770,13,330,15571,6693,11,12966,1359,568,305,1944,291,11,813,8579,7899,21973,279,3805,13,330,40,7095,499,2351,539,2288,13326,311,6369,449,603,3432,2266,1271,813,13051,11,264,3995,8334,7086,7639,7111,709,505,813,4641,13,330,36981,11,459,53369,0,358,3077,2744,4934,311,3137,311,459,53369,1359,568,80608,13,330,6854,499,3371,757,922,279,1917,11,17054,12241,48120,473,1944,268,13184,97711,13,330,25797,11,3995,832,11,279,1917,374,264,13057,323,289,94650,2035,13,2684,596,779,1790,311,13488,323,7142,13,2030,1176,11,1095,757,2610,499,11,1148,596,279,1455,27387,3245,499,3077,9687,6051,12241,6102,3463,369,264,4545,1603,30438,11,330,40,9687,430,856,7075,2363,4101,374,3604,3196,389,1972,26928,4455,2266,48120,473,1944,268,13184,596,6548,14264,7029,13,330,37,5171,16252,0,358,3077,2744,3967,430,279,3823,1917,574,2539,315,57700,323,40164,13,2030,358,2011,17113,11,358,2846,69118,555,701,3021,369,2363,4101,2266,2170,279,1938,4024,389,11,810,10099,11096,304,279,10652,13,362,523,23758,1370,4744,7086,56138,523,12400,449,279,25861,42031,922,1077,7075,15657,320,331,875,729,11,315,3388,49743,1418,264,22443,14880,315,264,11984,7086,52771,6222,813,19248,389,279,1888,5627,311,12234,320,88,14361,11,5606,30,3677,791,25861,42031,1051,46304,323,35072,555,279,11210,7556,10099,13,2435,7543,279,2800,315,279,1938,23387,304,49277,20954,11,37635,11,323,1524,3953,315,330,42515,57689,1183,21475,1210,578,2254,6875,6244,264,19240,369,10065,70095,16628,11,323,5246,11,279,6424,574,671,9065,449,279,3754,382,4071,539,5127,574,18949,449,279,502,70147,13,4427,12966,1051,44929,323,1524,33615,11,81625,279,9987,323,279,13336,315,1694,73956,13",non_watermarked
Create a character sketch of a time-traveling detective.,"8586,596,264,3752,26610,315,264,892,10398,3963,287,45259,1473,334,678,68063,63264,468,51040,271,334,17166,68063,36931,220,966,82,14,42298,220,1272,82,271,334,40353,7817,68063,63264,374,264,55883,398,44877,893,449,2875,11,6453,7013,323,60220,6437,6548,13,1283,706,264,3831,16942,1074,323,264,2678,23087,3485,813,2163,84416,505,264,3347,1162,382,334,10909,2786,68063,63264,374,264,20333,11,5211,1285,11,323,79045,9678,45259,449,264,3831,5647,315,12437,13,1283,374,16625,555,264,12876,311,45063,279,8206,323,4546,66446,311,12437,13,18185,813,11292,28362,11,63264,706,264,8579,7858,369,813,8403,323,690,733,311,2294,29416,311,6144,1124,382,334,8879,68063,63264,596,3347,374,559,583,9988,304,23347,13,1283,574,3131,264,20333,28568,889,6244,44898,449,892,5944,11,6522,1461,311,2274,264,892,5780,13,4800,11,568,5829,813,7512,311,6144,279,259,4350,1259,505,54991,892,40386,323,1023,18208,382,334,61032,344,811,68063,63264,596,6156,25835,374,311,6144,279,25226,323,45063,279,8206,13,1283,374,1101,16625,555,264,5647,315,41328,323,264,12876,311,4048,505,279,3347,382,334,59074,68063,63264,596,892,10398,3963,287,32078,3629,2231,1461,520,21448,449,8147,8603,430,6056,311,37735,279,25845,369,872,1866,8895,13,1283,2011,21546,6485,3566,315,892,5944,11,17302,813,1866,45075,11,323,1304,5107,11709,311,6106,279,17025,315,279,259,4350,1259,382,334,53957,82,68063,63264,596,19248,304,55321,8198,11,37959,19071,11,323,1450,4791,25417,12896,1304,1461,264,54829,15046,304,904,6671,382,334,50749,2136,288,68063,63264,596,84132,7138,649,3063,1461,311,39332,813,4443,2324,11,323,813,54180,389,813,892,5780,649,387,264,2033,35535,3640,20827,11,10917,1461,520,5326,315,13490,2585,315,279,259,4350,1259,13,128009",watermarked
Create a character sketch of a time-traveling detective.,"8586,596,264,3752,26610,315,264,892,10398,3963,287,45259,1473,334,678,68063,63264,468,51040,271,334,17166,68063,36931,220,966,82,14,42298,220,1272,82,271,334,40353,7817,68063,63264,374,264,16615,11,16025,893,449,60220,6437,6548,323,2875,11,6453,7013,13,1283,3629,38400,264,24634,18012,27300,11,264,42954,4251,15845,11,323,264,6857,315,54434,34389,11,7231,1022,264,55883,11,912,5392,98833,47811,13,1283,706,264,35947,23087,3485,813,2163,84416,11,902,568,12457,2391,264,8104,4960,25156,1162,382,334,10909,2786,68063,63264,374,264,20333,11,5211,1285,11,323,79045,9678,45259,889,706,7543,1667,5954,287,813,7512,304,279,3118,1938,13,1283,374,79045,25530,11,449,264,27989,4059,369,22695,11,39943,11,323,3575,99246,13,63264,374,1101,264,5933,7808,11,3025,311,31740,323,62425,3885,311,990,7119,264,4279,5915,382,334,8879,68063,63264,596,3347,374,13160,555,31926,323,4814,11,902,23980,1461,311,3719,264,45259,13,1283,706,7543,1667,15194,1523,323,22581,5157,430,3885,25660,7120,89197,11,28744,1461,264,17444,439,264,7491,315,279,9987,13,18185,813,11292,28362,11,63264,706,264,8579,7858,369,1884,304,1205,323,374,79045,29947,311,813,4885,323,20724,382,334,1489,12,41348,287,80477,68063,63264,596,19248,304,892,5944,6137,994,568,50157,5304,459,14154,37739,430,5535,1461,311,38646,279,259,4350,1259,13,1283,706,2533,5954,291,813,7512,11,6975,311,21546,279,84140,315,892,5944,323,1005,813,6677,311,813,9610,382,334,53957,82,25,57277,9,33257,45259,449,1667,315,3217,198,9,4923,4473,304,55321,8198,323,6492,198,9,8626,5499,304,5361,15823,198,9,53485,5211,1285,323,3025,311,1781,389,813,7693,271,334,50749,2136,288,25,57277,9,6193,398,89227,389,813,62921,323,18340,16024,198,9,3053,387,54317,323,3242,58921,11,6522,311,21294,198,9,4610,2661,645,449,14604,20581,311,1884,568,34672,922,198,9,11697,264,31954,311,4585,5678,2288,2653,11,6522,311,8395,412,271,334,61032,344,811,25,57277,9,64384,279,23347,315,813,3070,596,3347,198,9,1252,3773,264,6453,26359,430,48926,279,259,4350,1259,198,9,34763,1884,568,34672,922,505,11682,198,9,1252,3773,279,8206,922,813,1866,42132,3347,271,334,37,7596,25,57277,9,33360,311,11886,264,1162,198,9,25733,315,4423,568,34672,922,198,9,13315,11872,278,555,1884,568,66614,198,9,21347,31691,304,264,892,6471,477,16075,304,264,2204,11639,271,334,94917,25,57277,9,1252,3773,279,8206,922,813,3070,596",non_watermarked
Explain the causes of the French Revolution.,"791,8753,22910,574,264,6485,1567,449,5361,11384,13,4427,315,279,1401,9547,2997,1473,16,13,3146,57330,46250,96618,9822,596,16781,6411,21343,323,3544,10374,389,279,31048,23116,6,5111,6197,311,264,5199,11897,13,578,23104,11299,389,279,4279,1274,11,52875,1113,3674,323,7100,39510,382,17,13,3146,1737,4238,53061,23748,96618,578,6848,315,279,92931,11,1778,439,31220,11,22526,11,323,79396,11,14948,279,8753,1274,311,7631,2349,13,578,43422,315,69122,1093,98989,2933,11,11119,71237,11,323,9995,288,447,26235,27367,279,14110,596,2819,382,18,13,3146,27414,763,82738,96618,578,8753,8396,574,18255,1139,2380,84075,25,279,63584,11,279,13348,1429,11,323,279,4279,388,13,578,13348,1429,5762,13057,15055,315,2410,323,12205,11,1418,279,4279,388,1051,12020,439,2132,15144,10495,382,19,13,3146,28431,3206,15630,96618,578,8753,87149,574,10973,11,449,6342,12140,94937,3515,4686,2585,927,279,3109,323,279,1274,13,1115,6197,311,71654,4315,279,7187,382,20,13,3146,27844,10928,1154,96618,362,4101,315,19641,28950,6197,311,3691,67276,11,902,4726,92541,279,7100,11501,382,21,13,3146,31912,2191,96618,578,8753,1274,6137,311,7631,7191,51360,323,659,2427,6846,685,11,902,13967,6197,311,279,9886,315,264,810,43790,9822,382,22,13,3146,89765,532,2191,96618,9822,1047,1027,6532,304,37683,2191,11,902,6197,311,71654,4315,279,15235,1534,1274,382,23,13,3146,45,391,60203,596,76040,96618,70527,13789,391,20430,11,889,16392,311,2410,304,220,11128,24,11,6476,264,5199,3560,304,279,8753,22910,13,5414,6411,62366,82,323,21967,315,264,25543,87149,20162,311,279,14110,596,58964,382,24,13,3146,50749,37263,96618,6342,12140,94937,596,19661,1740,13071,323,5278,79155,13071,6197,311,279,21063,430,279,87149,574,7621,323,55288,382,605,13,3146,697,12821,4504,44716,96618,9822,596,1005,315,279,8753,22910,596,30191,34731,323,279,13239,30191,67475,269,59461,279,31188,315,279,14110,382,9673,9547,11093,311,1893,279,4832,13766,430,6197,311,279,31188,315,279,8753,22910,13,128009",watermarked
Explain the causes of the French Revolution.,"791,8753,22910,574,264,6485,323,62387,582,25489,1567,449,5370,11384,13,5810,596,264,31085,315,279,1925,9547,430,20162,311,1202,31188,1473,16,13,3146,57330,46250,96618,9822,574,17345,93998,505,279,31048,23116,6,5111,323,279,3778,67679,5111,13,578,23104,315,51727,11299,17345,389,279,4279,1274,11,1418,279,13348,1429,323,63584,1051,14090,39028,13,1115,3549,24716,91222,323,71654,7119,279,3109,382,17,13,3146,27414,323,23362,763,82738,96618,578,8753,8396,574,18255,1139,2380,84075,25,279,13348,1429,11,279,63584,11,323,279,4279,388,13,578,13348,1429,323,63584,5762,13057,15055,315,2410,11,12205,11,323,10383,11,1418,279,4279,388,1051,87552,311,3026,532,9256,323,1047,7347,2680,311,6873,323,7100,10708,382,18,13,3146,1737,4238,53061,23748,96618,578,43422,315,92931,69122,1778,439,98989,2933,11,11119,71237,11,323,9995,288,447,26235,9041,6848,922,31220,11,22526,11,323,20095,13,4314,6848,29991,279,8776,2410,14726,323,3674,40851,11,34147,1274,311,3488,279,11447,315,279,87149,323,64838,46360,382,19,13,3146,28878,9218,2191,323,3206,15630,96618,578,8753,87149,11,6197,555,6342,12140,94937,11,574,3970,439,459,10973,87149,11,449,279,11734,10168,4686,2585,927,279,3109,11,8752,11,323,8396,13,1115,3549,264,5647,315,100177,323,1469,19682,4315,279,7187,11,889,6612,430,872,24196,1051,1694,12305,382,20,13,3146,45,677,1429,596,15801,71938,96618,578,13348,1429,14333,47361,10093,11,2737,279,1314,311,1866,4363,11,3412,2410,11,323,5371,7720,13,1115,3549,71654,4315,279,4279,1274,11,889,6612,430,279,13348,1429,1051,71701,279,1887,369,872,1866,8935,382,21,13,3146,36,32107,32934,96618,9822,596,8752,574,17345,18222,389,30029,11,902,1903,433,20134,311,65649,304,279,3157,13,578,23104,315,51727,323,279,6996,315,7100,10708,6197,311,24716,19542,323,91222,382,22,13,3146,34,44547,323,77956,68318,96618,578,8753,7829,574,32971,555,264,3831,25679,389,2944,11,8198,11,323,20207,90887,13,1115,6197,311,264,5647,315,834,7898,1990,279,20207,21342,323,279,4279,1274,11,889,1051,810,10968,389,872,7446,6439,382,23,13,3146,37284,3294,661,23748,323,3998,351,10018,96618,578,43422,323,6848,315,14110,5548,1778,439,56625,321,3675,4997,25632,45523,323,20263,9483,5049,2947,266,9087,311,9041,279,6848,315,279,22910,13,3998,351,10018,323,75931,10145,6476,264,5199,3560,304,29905,4954,279,7187,323,15730,16023,4954,1862,369,279,22910,382,24,13,3146,50749,37263,96618,6342,12140,94937,596,38550,311",non_watermarked
